,green_space,pharmacies,education,groceries,perc_pop_white,perc_pop_black,perc_pop_asiapacific,perc_pop_hispanic,perc_pop_indig,perc_pop_otherrace,perc_pop_poverty,perc_hhld_total_w_chld,perc_hhld_single_mother,perc_hhld_nocar,workers_all,urban,equity,C000,scores,disparity
14,0.03723841744,0,0,1,0.035949367088607596,0.0,0.0,0.9640506329113924,0.0,0.0,0.1908860759493671,0.6276803118908382,0.18323586744639375,0.11306042884990253,760.0,1,1,58,2.958,0.38582121722773055
15,0.0,0,0,0,0.19935691318327975,0.6913183279742765,0.0,0.08279742765273312,0.006430868167202572,0.02009646302250804,0.3247588424437299,0.4671717171717172,0.3409090909090909,0.08838383838383838,409.0,1,1,26,1.167,0.5212371481543907
16,0.0,0,0,0,0.32158590308370044,0.3039647577092511,0.290014684287812,0.046255506607929514,0.003671071953010279,0.03450807635829662,0.07856093979441997,0.3392857142857143,0.10317460317460317,0.07738095238095238,900.0,1,1,15,8.958,0.20665141257732578
17,0.0,0,0,0,0.10626702997275204,0.035422343324250684,0.08083560399636694,0.7520435967302452,0.0,0.025431425976385105,0.1271571298819255,0.5351170568561873,0.0,0.07023411371237458,412.0,1,1,10,1.8330000000000002,0.5339656756676645
18,0.0,0,0,2,0.4607768469154608,0.013709063214013708,0.010662604722010662,0.49581111957349583,0.0,0.01904036557501904,0.261995430312262,0.14862385321100918,0.022018348623853212,0.3541284403669725,740.0,1,1,681,39.417,0.4750589152586141
19,0.02862867378,0,0,0,0.9355797819623389,0.0,0.014866204162537165,0.02180376610505451,0.0,0.027750247770069375,0.04558969276511397,0.35904255319148937,0.0,0.02925531914893617,439.0,0,0,159,1.3330000000000002,0.014616795420441253
20,0.08621342205,1,0,1,0.18335500650195058,0.7802340702210663,0.0,0.009102730819245773,0.0,0.027308192457737322,0.05851755526657997,0.14893617021276595,0.05319148936170213,0.11347517730496454,308.0,1,0,193,13.833,0.18013031907839483
21,0.02889785414,0,0,0,0.30208891269416177,0.09962506695232994,0.146223888591323,0.31440814140332085,0.0,0.1376539903588645,0.1472951258703803,0.3152804642166344,0.1760154738878143,0.11605415860735009,673.0,1,1,435,17.0,0.12598671698996455
22,0.1057961889,0,0,0,0.9172976121141526,0.0,0.064065230052417,0.0052417006406523005,0.0,0.013395457192778102,0.0052417006406523005,0.40217391304347827,0.05434782608695652,0.023291925465838508,786.0,0,0,529,4.25,0.5653840449925278
23,0.0,0,0,0,0.7787958115183246,0.032722513089005235,0.11910994764397906,0.037303664921465966,0.0,0.03206806282722513,0.04319371727748691,0.0,0.0,0.3006396588486141,893.0,1,0,299,42.25,0.09135199177460973
24,0.37392441130000004,1,0,1,0.6701388888888888,0.06388888888888888,0.025694444444444443,0.19444444444444445,0.0,0.04583333333333333,0.12569444444444444,0.2927215189873418,0.058544303797468354,0.004746835443037975,680.0,0,0,833,1.7080000000000002,0.09059974478945132
25,0.0,0,0,1,0.24451754385964913,0.03399122807017544,0.0,0.6864035087719298,0.0,0.03508771929824561,0.18859649122807018,0.4166666666666667,0.05555555555555555,0.2623456790123457,447.0,1,1,303,19.292,0.254878027580692
26,0.0,0,0,0,0.5772825305535586,0.04672897196261682,0.13156002875629044,0.2358015815959741,0.0,0.008626887131560028,0.07260963335729691,0.31654676258992803,0.050359712230215826,0.1606714628297362,635.0,0,1,144,1.125,0.0
27,0.005243160291,0,0,0,0.2814645308924485,0.011441647597254004,0.6453089244851259,0.06178489702517163,0.0,0.0,0.09839816933638444,0.25,0.0,0.19078947368421054,325.0,1,1,36,13.667,0.03291543281153153
28,0.0,0,0,0,0.9389978213507625,0.0,0.016339869281045753,0.03594771241830065,0.008714596949891068,0.0,0.0032679738562091504,0.43333333333333335,0.02666666666666667,0.013333333333333334,385.0,0,0,512,3.208,0.7966286963525486
29,0.21215434390000001,0,0,0,0.12383612662942271,0.5232774674115456,0.05027932960893855,0.21880819366852886,0.0,0.08379888268156424,0.15083798882681565,0.31268436578171094,0.11799410029498525,0.14749262536873156,603.0,1,0,994,12.792,0.013711191307325121
30,0.0001843566502,0,0,0,0.6324237560192616,0.15569823434991975,0.07811663991439273,0.12092027822364901,0.0,0.012841091492776886,0.12413055109684323,0.2641770401106501,0.07607192254495158,0.04149377593360996,790.0,0,0,7,2.542,0.03554730983302412
31,2.828099131e-05,0,0,0,0.26666666666666666,0.19578059071729959,0.0008438818565400844,0.5215189873417722,0.0,0.015189873417721518,0.12067510548523207,0.3543307086614173,0.013123359580052493,0.010498687664041995,620.0,1,1,25,2.708,0.7110625019655256
32,0.04605119562,0,0,1,0.018365472910927456,0.3076216712580349,0.0,0.6740128558310376,0.0,0.0,0.3076216712580349,0.8395061728395061,0.654320987654321,0.06584362139917696,251.0,0,1,50,1.125,0.0
33,0.00042720543510000003,0,0,0,0.2859778597785978,0.2656826568265683,0.24723247232472326,0.2011070110701107,0.0,0.0,0.37453874538745385,0.10905349794238683,0.03497942386831276,0.3991769547325103,376.0,1,1,46,40.417,0.0734741206090016
34,0.0,0,0,0,0.7982222222222223,0.0,0.0,0.16177777777777777,0.0,0.04,0.10755555555555556,0.3034300791556728,0.044854881266490766,0.11873350923482849,476.0,0,0,172,2.333,0.6974780555184245
35,0.0004675616543,0,0,0,0.8267918088737202,0.02218430034129693,0.04778156996587031,0.03668941979522184,0.0,0.06655290102389079,0.12798634812286688,0.32857142857142857,0.11428571428571428,0.1357142857142857,548.0,1,1,86,2.708,0.05605365064107881
36,13.70225906,0,0,0,0.9525159461374911,0.0,0.0,0.04748405386250886,0.0,0.0,0.0,0.13708260105448156,0.0,0.04745166959578207,743.0,0,0,454,0.0,0.0
37,0.0,0,0,0,0.9414634146341463,0.013008130081300813,0.0,0.04552845528455285,0.0,0.0,0.061788617886178863,0.27450980392156865,0.0,0.03529411764705882,416.0,1,0,45,2.0,0.5345289836971907
38,0.0,0,0,0,0.008535784635587657,0.9757058437294813,0.0,0.009192383453709783,0.006565988181221274,0.0,0.30400525279054497,0.37154989384288745,0.19532908704883228,0.1592356687898089,526.0,1,1,1,14.292,0.02976516063158663
39,0.0,1,0,1,0.006644518272425249,0.9189368770764119,0.0,0.07441860465116279,0.0,0.0,0.49036544850498337,0.41444270015698587,0.2621664050235479,0.5306122448979592,661.0,1,1,77,21.666999999999998,0.06271032337825777
40,0.0105941954,0,0,1,0.0,0.9840425531914894,0.0,0.015957446808510637,0.0,0.0,0.3271276595744681,0.17679558011049723,0.17679558011049723,0.4585635359116022,144.0,1,1,30,23.458000000000002,0.03451481172303317
41,0.0,0,0,1,0.631937682570594,0.03213242453748783,0.10808179162609542,0.22784810126582278,0.0,0.0,0.2249269717624148,0.2385542168674699,0.0819277108433735,0.14216867469879518,549.0,1,1,246,21.75,0.21941497582333702
